frame_id,processing_time_seconds
exp_60m_60fps_f15907,0.023
exp_60m_60fps_f15908,0.017
exp_60m_60fps_f15909,0.023
exp_60m_60fps_f15910,0.023
exp_60m_60fps_f15911,0.023
exp_60m_60fps_f15912,0.019
exp_60m_60fps_f15913,0.023
exp_60m_60fps_f15914,0.018
exp_60m_60fps_f15915,0.018
exp_60m_60fps_f15916,0.02
exp_60m_60fps_f15917,0.022
exp_60m_60fps_f15918,0.017
exp_60m_60fps_f15919,0.017
exp_60m_60fps_f15920,0.022
exp_60m_60fps_f15921,0.016
exp_60m_60fps_f15922,0.022
exp_60m_60fps_f15923,0.019
exp_60m_60fps_f15924,0.023
exp_60m_60fps_f15925,0.021
exp_60m_60fps_f15926,0.018
exp_60m_60fps_f15927,0.019
exp_60m_60fps_f15928,0.023
exp_60m_60fps_f15929,0.017
exp_60m_60fps_f15930,0.016
exp_60m_60fps_f15931,0.021
exp_60m_60fps_f15932,0.02
exp_60m_60fps_f15933,0.019
exp_60m_60fps_f15934,0.019
exp_60m_60fps_f15935,0.022
exp_60m_60fps_f15936,0.017
exp_60m_60fps_f15937,0.022
exp_60m_60fps_f15938,0.022
exp_60m_60fps_f15939,0.022
exp_60m_60fps_f15940,0.021
exp_60m_60fps_f15941,0.017
exp_60m_60fps_f15942,0.019
exp_60m_60fps_f15943,0.022
exp_60m_60fps_f15944,0.016
exp_60m_60fps_f15945,0.022
exp_60m_60fps_f15946,0.019
exp_60m_60fps_f15947,0.019
exp_60m_60fps_f15948,0.022
exp_60m_60fps_f15949,0.019
exp_60m_60fps_f15950,0.016
exp_60m_60fps_f15951,0.019
exp_60m_60fps_f15952,0.018
exp_60m_60fps_f15953,0.023
exp_60m_60fps_f15954,0.02
exp_60m_60fps_f15955,0.021
exp_60m_60fps_f15956,0.022
exp_60m_60fps_f15957,0.024
exp_60m_60fps_f15958,0.019
exp_60m_60fps_f15959,0.02
exp_60m_60fps_f15960,0.018
exp_60m_60fps_f15961,0.02
exp_60m_60fps_f15962,0.021
exp_60m_60fps_f15963,0.017
exp_60m_60fps_f15964,0.018
exp_60m_60fps_f15965,0.019
exp_60m_60fps_f15966,0.017
exp_60m_60fps_f15967,0.022
exp_60m_60fps_f15968,0.023
exp_60m_60fps_f15969,0.016
exp_60m_60fps_f15970,0.02
exp_60m_60fps_f15971,0.023
exp_60m_60fps_f15972,0.021
exp_60m_60fps_f15973,0.021
exp_60m_60fps_f15974,0.019
exp_60m_60fps_f15975,0.021
exp_60m_60fps_f15976,0.019
exp_60m_60fps_f15977,0.021
exp_60m_60fps_f15978,0.021
exp_60m_60fps_f15979,0.019
exp_60m_60fps_f15980,0.02
exp_60m_60fps_f15981,0.017
exp_60m_60fps_f15982,0.021
exp_60m_60fps_f15983,0.02
exp_60m_60fps_f15984,0.023
exp_60m_60fps_f15985,0.017
exp_60m_60fps_f15986,0.017
exp_60m_60fps_f15987,0.019
exp_60m_60fps_f15988,0.018
exp_60m_60fps_f15989,0.021
exp_60m_60fps_f15990,0.024
exp_60m_60fps_f15991,0.021
exp_60m_60fps_f15992,0.021
exp_60m_60fps_f15993,0.017
exp_60m_60fps_f15994,0.016
exp_60m_60fps_f15995,0.022
exp_60m_60fps_f15996,0.02
exp_60m_60fps_f15997,0.017
exp_60m_60fps_f15998,0.019
exp_60m_60fps_f15999,0.022
exp_60m_60fps_f16000,0.021
exp_60m_60fps_f16001,0.018
exp_60m_60fps_f16002,0.019
exp_60m_60fps_f16003,0.019
exp_60m_60fps_f16004,0.022
exp_60m_60fps_f16005,0.019
exp_60m_60fps_f16006,0.02
exp_60m_60fps_f16007,0.019
exp_60m_60fps_f16008,0.017
exp_60m_60fps_f16009,0.021
exp_60m_60fps_f16010,0.023
exp_60m_60fps_f16011,0.016
exp_60m_60fps_f16012,0.022
exp_60m_60fps_f16013,0.02
exp_60m_60fps_f16014,0.02
exp_60m_60fps_f16015,0.019
exp_60m_60fps_f16016,0.017
exp_60m_60fps_f16017,0.016
exp_60m_60fps_f16018,0.023
exp_60m_60fps_f16019,0.019
exp_60m_60fps_f16020,0.017
exp_60m_60fps_f16021,0.017
exp_60m_60fps_f16022,0.02
exp_60m_60fps_f16023,0.017
exp_60m_60fps_f16024,0.021
exp_60m_60fps_f16025,0.022
exp_60m_60fps_f16026,0.023
exp_60m_60fps_f16027,0.02
exp_60m_60fps_f16028,0.02
exp_60m_60fps_f16029,0.023
exp_60m_60fps_f16030,0.023
exp_60m_60fps_f16031,0.02
exp_60m_60fps_f16032,0.022
exp_60m_60fps_f16033,0.019
exp_60m_60fps_f16034,0.021
exp_60m_60fps_f16035,0.021
exp_60m_60fps_f16036,0.017
exp_60m_60fps_f16037,0.017
exp_60m_60fps_f16038,0.018
exp_60m_60fps_f16039,0.021
exp_60m_60fps_f16040,0.019
exp_60m_60fps_f16041,0.023
exp_60m_60fps_f16042,0.023
exp_60m_60fps_f16043,0.021
exp_60m_60fps_f16044,0.019
exp_60m_60fps_f16045,0.018
exp_60m_60fps_f16046,0.022
exp_60m_60fps_f16047,0.023
exp_60m_60fps_f16048,0.021
exp_60m_60fps_f16049,0.016
exp_60m_60fps_f16050,0.021
exp_60m_60fps_f16051,0.016
exp_60m_60fps_f16052,0.022
exp_60m_60fps_f16053,0.022
exp_60m_60fps_f16054,0.02
exp_60m_60fps_f16055,0.021
exp_60m_60fps_f16056,0.022
exp_60m_60fps_f16057,0.023
exp_60m_60fps_f16058,0.018
exp_60m_60fps_f16059,0.022
exp_60m_60fps_f16060,0.022
exp_60m_60fps_f16061,0.023
exp_60m_60fps_f16062,0.023
exp_60m_60fps_f16063,0.016
exp_60m_60fps_f16064,0.021
exp_60m_60fps_f16065,0.017
exp_60m_60fps_f16066,0.019
exp_60m_60fps_f16067,0.02
exp_60m_60fps_f16068,0.018
exp_60m_60fps_f16069,0.021
exp_60m_60fps_f16070,0.016
exp_60m_60fps_f16071,0.023
exp_60m_60fps_f16072,0.021
exp_60m_60fps_f16073,0.019
exp_60m_60fps_f16074,0.02
exp_60m_60fps_f16075,0.016
exp_60m_60fps_f16076,0.019
exp_60m_60fps_f16077,0.022
exp_60m_60fps_f16078,0.018
exp_60m_60fps_f16079,0.018
exp_60m_60fps_f16080,0.023
exp_60m_60fps_f16081,0.02
exp_60m_60fps_f16082,0.018
exp_60m_60fps_f16083,0.021
exp_60m_60fps_f16084,0.022
exp_60m_60fps_f16085,0.023
exp_60m_60fps_f16086,0.018
exp_60m_60fps_f16087,0.018
exp_60m_60fps_f16088,0.017
exp_60m_60fps_f16089,0.023
exp_60m_60fps_f16090,0.023
exp_60m_60fps_f16091,0.021
exp_60m_60fps_f16092,0.016
exp_60m_60fps_f16093,0.018
exp_60m_60fps_f16094,0.021
exp_60m_60fps_f16095,0.019
exp_60m_60fps_f16096,0.017
exp_60m_60fps_f16097,0.017
exp_60m_60fps_f16098,0.021
exp_60m_60fps_f16099,0.02
exp_60m_60fps_f16100,0.021
exp_60m_60fps_f16101,0.016
exp_60m_60fps_f16102,0.018
exp_60m_60fps_f16103,0.019
exp_60m_60fps_f16104,0.021
exp_60m_60fps_f16105,0.018
exp_60m_60fps_f16106,0.02
exp_60m_60fps_f16107,0.02
exp_60m_60fps_f16108,0.019
exp_60m_60fps_f16109,0.017
exp_60m_60fps_f16110,0.023
exp_60m_60fps_f16111,0.022
exp_60m_60fps_f16112,0.023
exp_60m_60fps_f16113,0.02
exp_60m_60fps_f16114,0.02
exp_60m_60fps_f16115,0.017
exp_60m_60fps_f16116,0.019
exp_60m_60fps_f16117,0.023
exp_60m_60fps_f16118,0.016
exp_60m_60fps_f16119,0.022
exp_60m_60fps_f16120,0.016
exp_60m_60fps_f16121,0.021
exp_60m_60fps_f16122,0.02
exp_60m_60fps_f16123,0.02
exp_60m_60fps_f16124,0.021
exp_60m_60fps_f16125,0.018
exp_60m_60fps_f16126,0.017
exp_60m_60fps_f16127,0.022
exp_60m_60fps_f16128,0.021
exp_60m_60fps_f16129,0.023
exp_60m_60fps_f16130,0.021
exp_60m_60fps_f16131,0.02
exp_60m_60fps_f16132,0.018
exp_60m_60fps_f16133,0.022
exp_60m_60fps_f16134,0.018
exp_60m_60fps_f16135,0.022
exp_60m_60fps_f16136,0.018
exp_60m_60fps_f16137,0.02
exp_60m_60fps_f16138,0.022
exp_60m_60fps_f16139,0.021
exp_60m_60fps_f16140,0.02
exp_60m_60fps_f16141,0.018
exp_60m_60fps_f16142,0.019
exp_60m_60fps_f16143,0.017
exp_60m_60fps_f16144,0.023
exp_60m_60fps_f16145,0.019
exp_60m_60fps_f16146,0.021
exp_60m_60fps_f16147,0.023
exp_60m_60fps_f16148,0.023
exp_60m_60fps_f16149,0.016
exp_60m_60fps_f16150,0.021
exp_60m_60fps_f16151,0.021
exp_60m_60fps_f16152,0.018
exp_60m_60fps_f16153,0.019
exp_60m_60fps_f16154,0.018
exp_60m_60fps_f16155,0.022
exp_60m_60fps_f16156,0.018
exp_60m_60fps_f16157,0.018
exp_60m_60fps_f16158,0.019
exp_60m_60fps_f16159,0.02
exp_60m_60fps_f16160,0.023
exp_60m_60fps_f16161,0.017
exp_60m_60fps_f16162,0.019
exp_60m_60fps_f16163,0.023
exp_60m_60fps_f16164,0.022
exp_60m_60fps_f16165,0.019
exp_60m_60fps_f16166,0.021
exp_60m_60fps_f16167,0.019
exp_60m_60fps_f16168,0.019
exp_60m_60fps_f16169,0.022
exp_60m_60fps_f16170,0.019
exp_60m_60fps_f16171,0.023
exp_60m_60fps_f16172,0.019
exp_60m_60fps_f16173,0.021
exp_60m_60fps_f16174,0.021
exp_60m_60fps_f16175,0.021
exp_60m_60fps_f16176,0.018
exp_60m_60fps_f16177,0.018
exp_60m_60fps_f16178,0.021
exp_60m_60fps_f16179,0.02
exp_60m_60fps_f16180,0.022
exp_60m_60fps_f16181,0.018
exp_60m_60fps_f16182,0.022
exp_60m_60fps_f16183,0.019
exp_60m_60fps_f16184,0.02
exp_60m_60fps_f16185,0.023
exp_60m_60fps_f16186,0.022
exp_60m_60fps_f16187,0.018
exp_60m_60fps_f16188,0.018
exp_60m_60fps_f16189,0.016
exp_60m_60fps_f16190,0.019
exp_60m_60fps_f16191,0.021
exp_60m_60fps_f16192,0.017
exp_60m_60fps_f16193,0.019
exp_60m_60fps_f16194,0.019
exp_60m_60fps_f16195,0.018
exp_60m_60fps_f16196,0.021
exp_60m_60fps_f16197,0.017
exp_60m_60fps_f16198,0.02
exp_60m_60fps_f16199,0.017
exp_60m_60fps_f16200,0.02
exp_60m_60fps_f16201,0.023
exp_60m_60fps_f16202,0.018
exp_60m_60fps_f16203,0.016
exp_60m_60fps_f16204,0.017
exp_60m_60fps_f16205,0.023
exp_60m_60fps_f16206,0.019
exp_60m_60fps_f16207,0.017
exp_60m_60fps_f16208,0.017
exp_60m_60fps_f16209,0.022
exp_60m_60fps_f16210,0.022
exp_60m_60fps_f16211,0.022
exp_60m_60fps_f16212,0.023
exp_60m_60fps_f16213,0.017
exp_60m_60fps_f16214,0.016
exp_60m_60fps_f16215,0.021
exp_60m_60fps_f16216,0.02
exp_60m_60fps_f16217,0.02
exp_60m_60fps_f16218,0.018
exp_60m_60fps_f16219,0.018
exp_60m_60fps_f16220,0.02
exp_60m_60fps_f16221,0.017
exp_60m_60fps_f16222,0.017
exp_60m_60fps_f16223,0.02
exp_60m_60fps_f16224,0.023
exp_60m_60fps_f16225,0.02
exp_60m_60fps_f16226,0.021
exp_60m_60fps_f16227,0.02
exp_60m_60fps_f16228,0.02
exp_60m_60fps_f16229,0.016
exp_60m_60fps_f16230,0.016
exp_60m_60fps_f16231,0.022
exp_60m_60fps_f16232,0.021
exp_60m_60fps_f16233,0.018
exp_60m_60fps_f16234,0.018
exp_60m_60fps_f16235,0.019
exp_60m_60fps_f16236,0.022
exp_60m_60fps_f16237,0.021
exp_60m_60fps_f16238,0.016
exp_60m_60fps_f16239,0.017
exp_60m_60fps_f16240,0.019
exp_60m_60fps_f16241,0.022
exp_60m_60fps_f16242,0.017
exp_60m_60fps_f16243,0.024
exp_60m_60fps_f16244,0.017
exp_60m_60fps_f16245,0.019
exp_60m_60fps_f16246,0.022
exp_60m_60fps_f16247,0.02
exp_60m_60fps_f16248,0.017
exp_60m_60fps_f16249,0.022
exp_60m_60fps_f16250,0.022
exp_60m_60fps_f16251,0.02
exp_60m_60fps_f16252,0.021
exp_60m_60fps_f16253,0.024
exp_60m_60fps_f16254,0.024
exp_60m_60fps_f16255,0.017
exp_60m_60fps_f16256,0.017
exp_60m_60fps_f16257,0.021
exp_60m_60fps_f16258,0.016
exp_60m_60fps_f16259,0.023
exp_60m_60fps_f16260,0.021
exp_60m_60fps_f16261,0.019
exp_60m_60fps_f16262,0.021
exp_60m_60fps_f16263,0.023
exp_60m_60fps_f16264,0.02
exp_60m_60fps_f16265,0.016
exp_60m_60fps_f16266,0.016
exp_60m_60fps_f16267,0.021
exp_60m_60fps_f16268,0.02
exp_60m_60fps_f16269,0.016
exp_60m_60fps_f16270,0.023
exp_60m_60fps_f16271,0.018
exp_60m_60fps_f16272,0.017
exp_60m_60fps_f16273,0.016
exp_60m_60fps_f16274,0.016
exp_60m_60fps_f16275,0.021
exp_60m_60fps_f16276,0.023
exp_60m_60fps_f16277,0.022
exp_60m_60fps_f16278,0.022
exp_60m_60fps_f16279,0.021
exp_60m_60fps_f16280,0.017
exp_60m_60fps_f16281,0.022
exp_60m_60fps_f16282,0.02
exp_60m_60fps_f16283,0.016
exp_60m_60fps_f16284,0.017
exp_60m_60fps_f16285,0.02
exp_60m_60fps_f16286,0.021
exp_60m_60fps_f16287,0.016
exp_60m_60fps_f16288,0.019
exp_60m_60fps_f16289,0.019
exp_60m_60fps_f16290,0.023
exp_60m_60fps_f16291,0.017
exp_60m_60fps_f16292,0.017
exp_60m_60fps_f16293,0.023
exp_60m_60fps_f16294,0.017
exp_60m_60fps_f16295,0.017
exp_60m_60fps_f16296,0.017
exp_60m_60fps_f16297,0.022
exp_60m_60fps_f16298,0.021
exp_60m_60fps_f16299,0.021
exp_60m_60fps_f16300,0.023
exp_60m_60fps_f16301,0.02
exp_60m_60fps_f16302,0.022
exp_60m_60fps_f16303,0.018
exp_60m_60fps_f16304,0.023
exp_60m_60fps_f16305,0.019
exp_60m_60fps_f16306,0.018
exp_60m_60fps_f16307,0.016
exp_60m_60fps_f16308,0.02
exp_60m_60fps_f16309,0.018
exp_60m_60fps_f16310,0.018
exp_60m_60fps_f16311,0.023
exp_60m_60fps_f16312,0.017
exp_60m_60fps_f16313,0.022
exp_60m_60fps_f16314,0.017
exp_60m_60fps_f16315,0.017
exp_60m_60fps_f16316,0.022
exp_60m_60fps_f16317,0.021
exp_60m_60fps_f16318,0.023
exp_60m_60fps_f16319,0.019
exp_60m_60fps_f16320,0.022
exp_60m_60fps_f16321,0.02
exp_60m_60fps_f16322,0.021
exp_60m_60fps_f16323,0.023
exp_60m_60fps_f16324,0.019
exp_60m_60fps_f16325,0.018
exp_60m_60fps_f16326,0.023
exp_60m_60fps_f16327,0.017
exp_60m_60fps_f16328,0.017
exp_60m_60fps_f16329,0.021
exp_60m_60fps_f16330,0.021
exp_60m_60fps_f16331,0.022
exp_60m_60fps_f16332,0.022
exp_60m_60fps_f16333,0.021
exp_60m_60fps_f16334,0.022
exp_60m_60fps_f16335,0.019
exp_60m_60fps_f16336,0.022
exp_60m_60fps_f16337,0.017
exp_60m_60fps_f16338,0.021
exp_60m_60fps_f16339,0.019
exp_60m_60fps_f16340,0.019
exp_60m_60fps_f16341,0.018
exp_60m_60fps_f16342,0.023
exp_60m_60fps_f16343,0.019
exp_60m_60fps_f16344,0.016
exp_60m_60fps_f16345,0.023
exp_60m_60fps_f16346,0.022
exp_60m_60fps_f16347,0.018
exp_60m_60fps_f16348,0.021
exp_60m_60fps_f16349,0.022
exp_60m_60fps_f16350,0.021
exp_60m_60fps_f16351,0.02
exp_60m_60fps_f16352,0.024
exp_60m_60fps_f16353,0.019
exp_60m_60fps_f16354,0.016
exp_60m_60fps_f16355,0.022
exp_60m_60fps_f16356,0.021
exp_60m_60fps_f16357,0.022
exp_60m_60fps_f16358,0.017
exp_60m_60fps_f16359,0.02
exp_60m_60fps_f16360,0.019
exp_60m_60fps_f16361,0.022
exp_60m_60fps_f16362,0.023
exp_60m_60fps_f16363,0.017
exp_60m_60fps_f16364,0.018
exp_60m_60fps_f16365,0.021
exp_60m_60fps_f16366,0.017
exp_60m_60fps_f16367,0.017
exp_60m_60fps_f16368,0.022
exp_60m_60fps_f16369,0.024
exp_60m_60fps_f16370,0.018
exp_60m_60fps_f16371,0.021
exp_60m_60fps_f16372,0.017
exp_60m_60fps_f16373,0.021
exp_60m_60fps_f16374,0.023
exp_60m_60fps_f16375,0.021
exp_60m_60fps_f16376,0.016
exp_60m_60fps_f16377,0.022
exp_60m_60fps_f16378,0.018
exp_60m_60fps_f16379,0.016
exp_60m_60fps_f16380,0.016
exp_60m_60fps_f16381,0.02
exp_60m_60fps_f16382,0.017
exp_60m_60fps_f16383,0.017
exp_60m_60fps_f16384,0.023
exp_60m_60fps_f16385,0.018
exp_60m_60fps_f16386,0.016
exp_60m_60fps_f16387,0.018
exp_60m_60fps_f16388,0.021
exp_60m_60fps_f16389,0.016
exp_60m_60fps_f16390,0.019
exp_60m_60fps_f16391,0.023
exp_60m_60fps_f16392,0.022
exp_60m_60fps_f16393,0.023
exp_60m_60fps_f16394,0.023
exp_60m_60fps_f16395,0.023
exp_60m_60fps_f16396,0.017
exp_60m_60fps_f16397,0.024
exp_60m_60fps_f16398,0.019
exp_60m_60fps_f16399,0.016
exp_60m_60fps_f16400,0.022
exp_60m_60fps_f16401,0.017
exp_60m_60fps_f16402,0.018
exp_60m_60fps_f16403,0.022
exp_60m_60fps_f16404,0.02
exp_60m_60fps_f16405,0.023
exp_60m_60fps_f16406,0.02
exp_60m_60fps_f16407,0.022
exp_60m_60fps_f16408,0.02
exp_60m_60fps_f16409,0.019
exp_60m_60fps_f16410,0.021
exp_60m_60fps_f16411,0.023
exp_60m_60fps_f16412,0.017
exp_60m_60fps_f16413,0.016
exp_60m_60fps_f16414,0.018
exp_60m_60fps_f16415,0.022
exp_60m_60fps_f16416,0.023
exp_60m_60fps_f16417,0.017
exp_60m_60fps_f16418,0.019
exp_60m_60fps_f16419,0.017
exp_60m_60fps_f16420,0.022
exp_60m_60fps_f16421,0.024
exp_60m_60fps_f16422,0.021
exp_60m_60fps_f16423,0.019
exp_60m_60fps_f16424,0.022
exp_60m_60fps_f16425,0.02
exp_60m_60fps_f16426,0.022
exp_60m_60fps_f16427,0.022
exp_60m_60fps_f16428,0.017
exp_60m_60fps_f16429,0.019
exp_60m_60fps_f16430,0.019
exp_60m_60fps_f16431,0.022
exp_60m_60fps_f16432,0.021
exp_60m_60fps_f16433,0.016
exp_60m_60fps_f16434,0.02
exp_60m_60fps_f16435,0.017
exp_60m_60fps_f16436,0.023
exp_60m_60fps_f16437,0.02
exp_60m_60fps_f16438,0.02
exp_60m_60fps_f16439,0.023
exp_60m_60fps_f16440,0.019
exp_60m_60fps_f16441,0.017
exp_60m_60fps_f16442,0.018
exp_60m_60fps_f16443,0.016
exp_60m_60fps_f16444,0.023
exp_60m_60fps_f16445,0.021
exp_60m_60fps_f16446,0.021
exp_60m_60fps_f16447,0.021
exp_60m_60fps_f16448,0.02
exp_60m_60fps_f16449,0.023
exp_60m_60fps_f16450,0.019
exp_60m_60fps_f16451,0.02
exp_60m_60fps_f16452,0.018
exp_60m_60fps_f16453,0.023
exp_60m_60fps_f16454,0.022
exp_60m_60fps_f16455,0.018
exp_60m_60fps_f16456,0.02
exp_60m_60fps_f16457,0.019
exp_60m_60fps_f16458,0.023
exp_60m_60fps_f16459,0.021
exp_60m_60fps_f16460,0.016
exp_60m_60fps_f16461,0.017
exp_60m_60fps_f16462,0.019
exp_60m_60fps_f16463,0.021
exp_60m_60fps_f16464,0.019
exp_60m_60fps_f16465,0.017
exp_60m_60fps_f16466,0.02
exp_60m_60fps_f16467,0.022
exp_60m_60fps_f16468,0.016
exp_60m_60fps_f16469,0.019
exp_60m_60fps_f16470,0.016
exp_60m_60fps_f16471,0.017
exp_60m_60fps_f16472,0.02
exp_60m_60fps_f16473,0.02
exp_60m_60fps_f16474,0.017
exp_60m_60fps_f16475,0.019
exp_60m_60fps_f16476,0.023
exp_60m_60fps_f16477,0.016
exp_60m_60fps_f16478,0.019
exp_60m_60fps_f16479,0.022
exp_60m_60fps_f16480,0.019
exp_60m_60fps_f16481,0.021
exp_60m_60fps_f16482,0.016
exp_60m_60fps_f16483,0.023
exp_60m_60fps_f16484,0.018
exp_60m_60fps_f16485,0.019
exp_60m_60fps_f16486,0.017
exp_60m_60fps_f16487,0.017
exp_60m_60fps_f16488,0.018
exp_60m_60fps_f16489,0.023
exp_60m_60fps_f16490,0.022
exp_60m_60fps_f16491,0.023
exp_60m_60fps_f16492,0.023
exp_60m_60fps_f16493,0.02
exp_60m_60fps_f16494,0.024
exp_60m_60fps_f16495,0.02
exp_60m_60fps_f16496,0.022
exp_60m_60fps_f16497,0.019
exp_60m_60fps_f16498,0.022
exp_60m_60fps_f16499,0.023
exp_60m_60fps_f16500,0.023
exp_60m_60fps_f16501,0.016
exp_60m_60fps_f16502,0.022
exp_60m_60fps_f16503,0.022
exp_60m_60fps_f16504,0.02
exp_60m_60fps_f16505,0.019
exp_60m_60fps_f16506,0.017
exp_60m_60fps_f16507,0.022
exp_60m_60fps_f16508,0.017
exp_60m_60fps_f16509,0.017
exp_60m_60fps_f16510,0.023
exp_60m_60fps_f16511,0.017
exp_60m_60fps_f16512,0.017
exp_60m_60fps_f16513,0.021
exp_60m_60fps_f16514,0.018
exp_60m_60fps_f16515,0.019
exp_60m_60fps_f16516,0.019
exp_60m_60fps_f16517,0.017
exp_60m_60fps_f16518,0.02
exp_60m_60fps_f16519,0.023
exp_60m_60fps_f16520,0.018
exp_60m_60fps_f16521,0.017
exp_60m_60fps_f16522,0.02
exp_60m_60fps_f16523,0.021
exp_60m_60fps_f16524,0.02
exp_60m_60fps_f16525,0.022
exp_60m_60fps_f16526,0.018
exp_60m_60fps_f16527,0.023
exp_60m_60fps_f16528,0.018
exp_60m_60fps_f16529,0.021
exp_60m_60fps_f16530,0.023
exp_60m_60fps_f16531,0.021
exp_60m_60fps_f16532,0.018
exp_60m_60fps_f16533,0.02
exp_60m_60fps_f16534,0.02
exp_60m_60fps_f16535,0.017
exp_60m_60fps_f16536,0.016
exp_60m_60fps_f16537,0.023
exp_60m_60fps_f16538,0.022
exp_60m_60fps_f16539,0.016
exp_60m_60fps_f16540,0.018
exp_60m_60fps_f16541,0.023
exp_60m_60fps_f16542,0.016
exp_60m_60fps_f16543,0.022
exp_60m_60fps_f16544,0.017
exp_60m_60fps_f16545,0.02
exp_60m_60fps_f16546,0.022
exp_60m_60fps_f16547,0.019
exp_60m_60fps_f16548,0.018
exp_60m_60fps_f16549,0.023
exp_60m_60fps_f16550,0.019
exp_60m_60fps_f16551,0.019
exp_60m_60fps_f16552,0.018
exp_60m_60fps_f16553,0.018
exp_60m_60fps_f16554,0.016
exp_60m_60fps_f16555,0.02
exp_60m_60fps_f16556,0.023
exp_60m_60fps_f16557,0.02
exp_60m_60fps_f16558,0.022
exp_60m_60fps_f16559,0.019
exp_60m_60fps_f16560,0.02
exp_60m_60fps_f16561,0.024
exp_60m_60fps_f16562,0.016
exp_60m_60fps_f16563,0.017
exp_60m_60fps_f16564,0.02
exp_60m_60fps_f16565,0.019
exp_60m_60fps_f16566,0.019
exp_60m_60fps_f16567,0.022
exp_60m_60fps_f16568,0.018
exp_60m_60fps_f16569,0.021
exp_60m_60fps_f16570,0.021
exp_60m_60fps_f16571,0.021
exp_60m_60fps_f16572,0.017
exp_60m_60fps_f16573,0.02
exp_60m_60fps_f16574,0.017
exp_60m_60fps_f16575,0.016
exp_60m_60fps_f16576,0.02
exp_60m_60fps_f16577,0.022
exp_60m_60fps_f16578,0.017
exp_60m_60fps_f16579,0.02
exp_60m_60fps_f16580,0.019
exp_60m_60fps_f16581,0.019
exp_60m_60fps_f16582,0.019
exp_60m_60fps_f16583,0.023
exp_60m_60fps_f16584,0.019
exp_60m_60fps_f16585,0.023
exp_60m_60fps_f16586,0.017
exp_60m_60fps_f16587,0.023
exp_60m_60fps_f16588,0.018
exp_60m_60fps_f16589,0.016
exp_60m_60fps_f16590,0.021
exp_60m_60fps_f16591,0.02
exp_60m_60fps_f16592,0.021
exp_60m_60fps_f16593,0.022
exp_60m_60fps_f16594,0.018
exp_60m_60fps_f16595,0.018
exp_60m_60fps_f16596,0.017
exp_60m_60fps_f16597,0.016
exp_60m_60fps_f16598,0.022
exp_60m_60fps_f16599,0.017
exp_60m_60fps_f16600,0.018
exp_60m_60fps_f16601,0.021
exp_60m_60fps_f16602,0.018
exp_60m_60fps_f16603,0.018
exp_60m_60fps_f16604,0.017
exp_60m_60fps_f16605,0.022
exp_60m_60fps_f16606,0.018
exp_60m_60fps_f16607,0.023
exp_60m_60fps_f16608,0.018
exp_60m_60fps_f16609,0.017
exp_60m_60fps_f16610,0.018
exp_60m_60fps_f16611,0.021
exp_60m_60fps_f16612,0.022
exp_60m_60fps_f16613,0.019
exp_60m_60fps_f16614,0.017
exp_60m_60fps_f16615,0.022
exp_60m_60fps_f16616,0.023
exp_60m_60fps_f16617,0.016
exp_60m_60fps_f16618,0.017
exp_60m_60fps_f16619,0.019
exp_60m_60fps_f16620,0.019
exp_60m_60fps_f16621,0.02
exp_60m_60fps_f16622,0.021
exp_60m_60fps_f16623,0.019
exp_60m_60fps_f16624,0.019
exp_60m_60fps_f16625,0.016
exp_60m_60fps_f16626,0.016
exp_60m_60fps_f16627,0.021
exp_60m_60fps_f16628,0.023
exp_60m_60fps_f16629,0.023
exp_60m_60fps_f16630,0.022
exp_60m_60fps_f16631,0.02
exp_60m_60fps_f16632,0.016
exp_60m_60fps_f16633,0.017
exp_60m_60fps_f16634,0.023
exp_60m_60fps_f16635,0.022
exp_60m_60fps_f16636,0.023
exp_60m_60fps_f16637,0.02
exp_60m_60fps_f16638,0.019
exp_60m_60fps_f16639,0.022
exp_60m_60fps_f16640,0.018
exp_60m_60fps_f16641,0.022
exp_60m_60fps_f16642,0.021
exp_60m_60fps_f16643,0.023
exp_60m_60fps_f16644,0.019
exp_60m_60fps_f16645,0.02
exp_60m_60fps_f16646,0.02
exp_60m_60fps_f16647,0.022
exp_60m_60fps_f16648,0.019
exp_60m_60fps_f16649,0.019
exp_60m_60fps_f16650,0.022
exp_60m_60fps_f16651,0.02
exp_60m_60fps_f16652,0.02
exp_60m_60fps_f16653,0.016
exp_60m_60fps_f16654,0.018
exp_60m_60fps_f16655,0.023
exp_60m_60fps_f16656,0.02
exp_60m_60fps_f16657,0.023
exp_60m_60fps_f16658,0.018
exp_60m_60fps_f16659,0.02
exp_60m_60fps_f16660,0.017
exp_60m_60fps_f16661,0.018
exp_60m_60fps_f16662,0.017
exp_60m_60fps_f16663,0.021
exp_60m_60fps_f16664,0.02
exp_60m_60fps_f16665,0.024
exp_60m_60fps_f16666,0.016
exp_60m_60fps_f16667,0.019
exp_60m_60fps_f16668,0.018
exp_60m_60fps_f16669,0.022
exp_60m_60fps_f16670,0.016
exp_60m_60fps_f16671,0.021
exp_60m_60fps_f16672,0.017
exp_60m_60fps_f16673,0.023
exp_60m_60fps_f16674,0.016
exp_60m_60fps_f16675,0.02
exp_60m_60fps_f16676,0.018
exp_60m_60fps_f16677,0.023
exp_60m_60fps_f16678,0.023
exp_60m_60fps_f16679,0.019
exp_60m_60fps_f16680,0.017
exp_60m_60fps_f16681,0.016
exp_60m_60fps_f16682,0.022
exp_60m_60fps_f16683,0.023
